id	address	name	kind	confidence	source	target
function:40800074:early-rom-startup	40800074	Early ROM startup / supervisor setup	function	medium	agent_note	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083E646	4083E646	fn4083E646	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4083E646	4083E646	fn4083E646	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083EF0A	4083EF0A	fn4083EF0A	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083EF2E	4083EF2E	fn4083EF2E	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4083FB3E	4083FB3E	fn4083FB3E	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408400A0	408400A0	fn408400A0	function_candidate	0.7	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408400EE	408400EE	fn408400EE	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40840114	40840114	fn40840114	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40840506	40840506	fn40840506	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408410A0	408410A0	fn408410A0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408410A0	408410A0	fn408410A0	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408419E0	408419E0	fn408419E0	function_candidate	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40841AD0	40841AD0	fn40841AD0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40841AD0	40841AD0	fn40841AD0	function_candidate	0.95	rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40841D46:40843A81	40841D46	string_cluster 40841D46	data_region	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40843BE3:40843DA9	40843BE3	string_cluster 40843BE3	data_region	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40843EB9:40844E18	40843EB9	string_cluster 40843EB9	data_region	0.7	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40843F8C	40843F8C	fn40843F8C	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408441D0	408441D0	fn408441D0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408441D0	408441D0	fn408441D0	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40844220	40844220	fn40844220	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40844220	40844220	fn40844220	function_candidate	0.95	rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40844FB3:40846805	40844FB3	string_cluster 40844FB3	data_region	0.7	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408451C0	408451C0	fn408451C0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408451C0	408451C0	fn408451C0	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408457D0	408457D0	fn408457D0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408457D0	408457D0	fn408457D0	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408457F0	408457F0	fn408457F0	function_candidate	0.95	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40846911:40846CE6	40846911	string_cluster 40846911	data_region	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40846E7C:4084A242	40846E7C	string_cluster 40846E7C	data_region	0.7	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40847F1E	40847F1E	fn40847F1E	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40848012	40848012	fn40848012	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408480A4	408480A4	fn408480A4	function_candidate	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084834A	4084834A	fn4084834A	function_candidate	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40848430	40848430	fn40848430	function_candidate	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40848818	40848818	fn40848818	function_candidate	0.95	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084A354:4084D364	4084A354	string_cluster 4084A354	data_region	0.7	stackimport	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084AC82	4084AC82	fn4084AC82	function_candidate	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084AC96	4084AC96	fn4084AC96	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084AC96	4084AC96	fn4084AC96	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084AF0C	4084AF0C	fn4084AF0C	function_candidate	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084AF9A	4084AF9A	fn4084AF9A	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084B45C	4084B45C	fn4084B45C	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084B45C	4084B45C	fn4084B45C	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084C4F4	4084C4F4	fn4084C4F4	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084C4F4	4084C4F4	fn4084C4F4	function_candidate		rom_structure_analysis	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084C72A:PACK	4084C72A	PACK marker 4084C72A	resource_marker		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084C976	4084C976	fn4084C976	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084C976	4084C976	fn4084C976	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084C98A	4084C98A	fn4084C98A	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084C98A	4084C98A	fn4084C98A	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084C9A8	4084C9A8	fn4084C9A8	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084C9A8	4084C9A8	fn4084C9A8	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084CE52	4084CE52	fn4084CE52	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084CE52	4084CE52	fn4084CE52	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084CE78	4084CE78	fn4084CE78	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084CE78	4084CE78	fn4084CE78	function_candidate		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084D4A2:4084D563	4084D4A2	string_cluster 4084D4A2	data_region	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084D77E:4084DA74	4084D77E	string_cluster 4084D77E	data_region	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084DB7C:4084DDC7	4084DB7C	string_cluster 4084DB7C	data_region	0.7	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084EBAC	4084EBAC	fn4084EBAC	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084EBAC	4084EBAC	fn4084EBAC	function_candidate		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084EC33:4084F1DB	4084EC33	string_cluster 4084EC33	data_region	0.7	stackimport	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084EFAE:DRVR	4084EFAE	DRVR marker 4084EFAE	resource_marker		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084F5DE:4085000E	4084F5DE	string_cluster 4084F5DE	data_region	0.7	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4084FAD0	4084FAD0	fn4084FAD0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4084FAD0	4084FAD0	fn4084FAD0	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408500F8	408500F8	fn408500F8	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408500F8	408500F8	fn408500F8	function_candidate		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40850151:4085060A	40850151	string_cluster 40850151	data_region	0.7	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40850380	40850380	fn40850380	function_candidate	0.95	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085077C:40851B70	4085077C	string_cluster 4085077C	data_region	0.7	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408509D0	408509D0	fn408509D0	function_candidate	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40850CA0	40850CA0	fn40850CA0	function_candidate	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408517B0	408517B0	fn408517B0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408517B0	408517B0	fn408517B0	function_candidate		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40851CA2:40851CCD	40851CA2	string_cluster 40851CA2	data_region	0.7	stackimport	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40851EFC:4085B922	40851EFC	string_cluster 40851EFC	data_region	0.7	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40851FB6	40851FB6	Function candidate 40851FB6	function_candidate	0.7	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40852020	40852020	fn40852020	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40852020	40852020	fn40852020	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40852084	40852084	fn40852084	function_candidate	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408520B6	408520B6	fn408520B6	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408520B6	408520B6	fn408520B6	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40852242	40852242	fn40852242	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40852242	40852242	fn40852242	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408523A0	408523A0	fn408523A0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408523A0	408523A0	fn408523A0	function_candidate		rom_structure_analysis	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408524BA:rsrc	408524BA	rsrc marker 408524BA	resource_marker		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40852584	40852584	fn40852584	function_candidate	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40853010	40853010	fn40853010	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40853010	40853010	fn40853010	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408533E8	408533E8	fn408533E8	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408533E8	408533E8	fn408533E8	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408535B4	408535B4	fn408535B4	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408535B4	408535B4	fn408535B4	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408536F6	408536F6	fn408536F6	function_candidate	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408537A0	408537A0	fn408537A0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408537A0	408537A0	fn408537A0	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40853DD8	40853DD8	fn40853DD8	function_candidate	0.95	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40853E62	40853E62	fn40853E62	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40853E62	40853E62	fn40853E62	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40853F36	40853F36	fn40853F36	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40853F36	40853F36	fn40853F36	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40854388	40854388	fn40854388	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40854388	40854388	fn40854388	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40854452	40854452	Function candidate 40854452	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40854452	40854452	Function candidate 40854452	function_candidate	0.8	rom_structure_analysis	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408554E8:MENU	408554E8	MENU marker 408554E8	resource_marker		rom_structure_analysis	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408555A6:DRVR	408555A6	DRVR marker 408555A6	resource_marker		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408555A8	408555A8	fn408555A8	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408555A8	408555A8	fn408555A8	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408555BE	408555BE	fn408555BE	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408555BE	408555BE	fn408555BE	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40855BF8	40855BF8	fn40855BF8	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40855BF8	40855BF8	fn40855BF8	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40856262	40856262	fn40856262	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40856262	40856262	fn40856262	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085626A	4085626A	fn4085626A	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085626A	4085626A	fn4085626A	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085690E	4085690E	fn4085690E	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40856CA0	40856CA0	fn40856CA0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40856CA0	40856CA0	fn40856CA0	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408571DC	408571DC	fn408571DC	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408571DC	408571DC	fn408571DC	function_candidate	0.85	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085736C	4085736C	fn4085736C	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408574DA	408574DA	fn408574DA	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408574F6	408574F6	fn408574F6	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40857C6C	40857C6C	fn40857C6C	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40857C6C	40857C6C	fn40857C6C	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40857CB2	40857CB2	fn40857CB2	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40857CB2	40857CB2	fn40857CB2	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40857CE4	40857CE4	fn40857CE4	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40857CE4	40857CE4	fn40857CE4	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085874E	4085874E	fn4085874E	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085874E	4085874E	fn4085874E	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408587A0	408587A0	fn408587A0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408587A0	408587A0	fn408587A0	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:408587AA	408587AA	fn408587AA	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:408587AA	408587AA	fn408587AA	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40858D54	40858D54	fn40858D54	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40858D54	40858D54	fn40858D54	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:40858DAA	40858DAA	fn40858DAA	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:40858DAA	40858DAA	fn40858DAA	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085ABFE	4085ABFE	fn4085ABFE	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085AFF0	4085AFF0	fn4085AFF0	function_candidate		rom_structure_analysis	
data_region:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085BA44:4085FAF6	4085BA44	string_cluster 4085BA44	data_region	0.7	stackimport	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085BAA0	4085BAA0	fn4085BAA0	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085BB20	4085BB20	fn4085BB20	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085BB20	4085BB20	fn4085BB20	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085BDD0	4085BDD0	fn4085BDD0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085BDD0	4085BDD0	fn4085BDD0	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085BE70	4085BE70	fn4085BE70	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085BE70	4085BE70	fn4085BE70	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085BF60	4085BF60	fn4085BF60	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085BF60	4085BF60	fn4085BF60	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085D010	4085D010	fn4085D010	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085D010	4085D010	fn4085D010	function_candidate	0.95	rom_structure_analysis	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085D010:DITL	4085D010	DITL marker 4085D010	resource_marker		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085D398	4085D398	fn4085D398	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085D3E8	4085D3E8	fn4085D3E8	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085D43C	4085D43C	fn4085D43C	function_candidate		rom_structure_analysis	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085D4C0:DITL	4085D4C0	DITL marker 4085D4C0	resource_marker		rom_structure_analysis	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085D51E:ALRT	4085D51E	ALRT marker 4085D51E	resource_marker		rom_structure_analysis	
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085D566:ALRT	4085D566	ALRT marker 4085D566	resource_marker		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085DAE2	4085DAE2	fn4085DAE2	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085DAE2	4085DAE2	fn4085DAE2	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085DAF6	4085DAF6	fn4085DAF6	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085DAF6	4085DAF6	fn4085DAF6	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085DE36	4085DE36	fn4085DE36	function_candidate		rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085E25A	4085E25A	fn4085E25A	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085E25A	4085E25A	fn4085E25A	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085E2C0	4085E2C0	fn4085E2C0	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085E2C0	4085E2C0	fn4085E2C0	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085E3DE	4085E3DE	fn4085E3DE	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085E3DE	4085E3DE	fn4085E3DE	function_candidate	0.95	rom_structure_analysis	
function_candidate:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:4085E4AC	4085E4AC	fn4085E4AC	function_candidate		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085E4AC	4085E4AC	fn4085E4AC	function_candidate	0.95	rom_structure_analysis	
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085E8B8:STR	4085E8B8	STR  marker 4085E8B8	resource_marker		rom_structure_analysis	
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085EDA2:STR	4085EDA2	STR  marker 4085EDA2	resource_marker		rom_structure_analysis	
function_candidate:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:4085F0D0	4085F0D0	fn4085F0D0	function_candidate	0.95	stackimport	
