id	address	kind	resource_type	resource_id	name	media_type	output_file	confidence	source
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409A5180:DRVR	409A5180	resource_marker	DRVR		DRVR marker 409A5180				rom_structure_analysis
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409A51BA:STR	409A51BA	resource_marker	STR		STR  marker 409A51BA				rom_structure_analysis
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409A51C0:STR	409A51C0	resource_marker	STR		STR  marker 409A51C0				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A5210:STR	409A5210	resource_marker	STR		STR  marker 409A5210				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A54B8:STR#	409A54B8	resource_marker	STR#		STR# marker 409A54B8				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A5F76:DRVR	409A5F76	resource_marker	DRVR		DRVR marker 409A5F76				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A5FF2:DRVR	409A5FF2	resource_marker	DRVR		DRVR marker 409A5FF2				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A6270:DRVR	409A6270	resource_marker	DRVR		DRVR marker 409A6270				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A6CC0:DRVR	409A6CC0	resource_marker	DRVR		DRVR marker 409A6CC0				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A743A:STR	409A743A	resource_marker	STR		STR  marker 409A743A				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A773E:STR#	409A773E	resource_marker	STR#		STR# marker 409A773E				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A8170:DRVR	409A8170	resource_marker	DRVR		DRVR marker 409A8170				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A89D0:STR	409A89D0	resource_marker	STR		STR  marker 409A89D0				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A8CD6:STR#	409A8CD6	resource_marker	STR#		STR# marker 409A8CD6				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A8EAA:DRVR	409A8EAA	resource_marker	DRVR		DRVR marker 409A8EAA				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A8F0C:DRVR	409A8F0C	resource_marker	DRVR		DRVR marker 409A8F0C				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409A9AC0:DRVR	409A9AC0	resource_marker	DRVR		DRVR marker 409A9AC0				rom_structure_analysis
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409AC4B8:STR#	409AC4B8	resource_marker	STR#		STR# marker 409AC4B8				rom_structure_analysis
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409AC54A:STR	409AC54A	resource_marker	STR		STR  marker 409AC54A				rom_structure_analysis
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409AC550:STR	409AC550	resource_marker	STR		STR  marker 409AC550				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409AC7AA:STR	409AC7AA	resource_marker	STR		STR  marker 409AC7AA				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409AC7B0:STR	409AC7B0	resource_marker	STR		STR  marker 409AC7B0				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409AC81A:STR	409AC81A	resource_marker	STR		STR  marker 409AC81A				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409AC820:STR	409AC820	resource_marker	STR		STR  marker 409AC820				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409AC88A:STR	409AC88A	resource_marker	STR		STR  marker 409AC88A				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409AC890:STR	409AC890	resource_marker	STR		STR  marker 409AC890				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409AC8FA:STR	409AC8FA	resource_marker	STR		STR  marker 409AC8FA				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409AC900:STR	409AC900	resource_marker	STR		STR  marker 409AC900				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409ACAB0:DRVR	409ACAB0	resource_marker	DRVR		DRVR marker 409ACAB0				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409ACAE0:DRVR	409ACAE0	resource_marker	DRVR		DRVR marker 409ACAE0				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409ACB00:DRVR	409ACB00	resource_marker	DRVR		DRVR marker 409ACB00				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409AF760:decl	409AF760	resource_marker	decl		decl marker 409AF760				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B2FF5:DRVR	409B2FF5	resource_marker	DRVR		DRVR marker 409B2FF5				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B3063:DRVR	409B3063	resource_marker	DRVR		DRVR marker 409B3063				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B33E7:DRVR	409B33E7	resource_marker	DRVR		DRVR marker 409B33E7				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B35A9:DRVR	409B35A9	resource_marker	DRVR		DRVR marker 409B35A9				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B40AF:DRVR	409B40AF	resource_marker	DRVR		DRVR marker 409B40AF				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B4270:boot	409B4270	resource_marker	boot		boot marker 409B4270				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B460D:DRVR	409B460D	resource_marker	DRVR		DRVR marker 409B460D				rom_structure_analysis
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B6030:ptch	409B6030	resource_marker	ptch		ptch marker 409B6030				rom_structure_analysis
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B6A00:DRVR	409B6A00	resource_marker	DRVR		DRVR marker 409B6A00				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B6BA6:boot	409B6BA6	resource_marker	boot		boot marker 409B6BA6				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409B6D58:STR#	409B6D58	resource_marker	STR#		STR# marker 409B6D58				rom_structure_analysis
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409B9052:STR	409B9052	resource_marker	STR		STR  marker 409B9052				rom_structure_analysis
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409BBC12:STR	409BBC12	resource_marker	STR		STR  marker 409BBC12				rom_structure_analysis
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409BBE98:STR#	409BBE98	resource_marker	STR#		STR# marker 409BBE98				rom_structure_analysis
resource_marker:rom:1994-09---5--10--1----uadra-660av---840a:6973886C:2097152:409BC540:DRVR	409BC540	resource_marker	DRVR		DRVR marker 409BC540				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409EC974:decl	409EC974	resource_marker	decl		decl marker 409EC974				rom_structure_analysis
resource_marker:rom:1995-08---4-27039-----owerbook-190---190:-638E37DD:2097152:409FEFFA:decl	409FEFFA	resource_marker	decl		decl marker 409FEFFA				rom_structure_analysis
